0	,	0
1	,	2749
2	,	6537
3	,	7796
4	,	8118
5	,	8337
6	,	8663
7	,	8963
8	,	9170
9	,	9312
10	,	9500
11	,	9631
12	,	9745
13	,	9936
14	,	10058
15	,	10124
16	,	10247
17	,	10394
18	,	10445
19	,	10492
20	,	10617
21	,	10642
22	,	10688
23	,	10797
24	,	10844
25	,	10881
26	,	10927
27	,	11025
28	,	11006
29	,	11035
30	,	11118
31	,	11119
32	,	11090
33	,	11191
34	,	11236
35	,	11193
36	,	11256
37	,	11318
38	,	11286
39	,	11274
40	,	11343
41	,	11338
42	,	11325
43	,	11388
44	,	11404
45	,	11378
46	,	11411
47	,	11442
48	,	11436
49	,	11420
50	,	11489
51	,	11457
52	,	11428
53	,	11488
54	,	11506
55	,	11468
56	,	11499
57	,	11544
58	,	11501
59	,	11479
60	,	11522
61	,	11510
62	,	11485
63	,	11532
64	,	11548
65	,	11497
66	,	11530
67	,	11576
68	,	11520
69	,	11506
70	,	11556
71	,	11521
72	,	11492
73	,	11555
74	,	11575
75	,	11528
76	,	11558
77	,	11601
78	,	11546
79	,	11519
80	,	11564
81	,	11538
82	,	11504
83	,	11556
84	,	11577
85	,	11534
86	,	11553
87	,	11593
88	,	11553
89	,	11534
90	,	11574
91	,	11539
92	,	11500
93	,	11562
94	,	11587
95	,	11545
96	,	11564
97	,	11605
98	,	11549
99	,	11529
100	,	11577
101	,	11556
102	,	11523
103	,	11577
104	,	11585
105	,	11536
106	,	11560
107	,	11591
108	,	11547
109	,	11532
110	,	11577
111	,	11543
112	,	11502
113	,	11561
114	,	11581
115	,	11538
116	,	11557
117	,	11597
118	,	11559
119	,	11541
120	,	11577
121	,	11546
122	,	11521
123	,	11571
124	,	11592
125	,	11544
126	,	11564
127	,	11596
128	,	11556
129	,	11523
130	,	11579
131	,	11550
132	,	11501
133	,	11571
134	,	11583
135	,	11535
136	,	11561
137	,	11605
138	,	11561
139	,	11535
140	,	11575
141	,	11559
142	,	11524
143	,	11577
144	,	11584
145	,	11539
146	,	11573
147	,	11605
148	,	11564
149	,	11548
150	,	11591
151	,	11553
152	,	11508
153	,	11576
154	,	11592
155	,	11543
156	,	11578
157	,	11611
158	,	11555
159	,	11531
160	,	11575
161	,	11557
162	,	11522
163	,	11574
164	,	11587
165	,	11543
166	,	11574
167	,	11607
168	,	11562
169	,	11544
170	,	11587
171	,	11566
172	,	11514
173	,	11576
174	,	11591
175	,	11543
176	,	11579
177	,	11610
178	,	11567
179	,	11537
180	,	11581
181	,	11559
182	,	11527
183	,	11582
184	,	11598
185	,	11551
186	,	11578
187	,	11614
188	,	11567
189	,	11553
190	,	11594
191	,	11558
192	,	11518
193	,	11583
194	,	11586
195	,	11558
196	,	11595
197	,	11628
198	,	11563
199	,	11544
200	,	11585
201	,	11556
202	,	11528
203	,	11585
204	,	11594
205	,	11549
206	,	11583
207	,	11614
208	,	11571
209	,	11550
210	,	11594
211	,	11557
212	,	11517
213	,	11583
214	,	11594
215	,	11546
216	,	11582
217	,	11613
218	,	11567
219	,	11549
220	,	11585
221	,	11557
222	,	11531
223	,	11585
224	,	11589
225	,	11545
226	,	11583
227	,	11613
228	,	11571
229	,	11548
230	,	11589
231	,	11555
232	,	11518
233	,	11585
234	,	11592
235	,	11559
236	,	11595
237	,	11623
238	,	11572
239	,	11554
240	,	11591
241	,	11566
242	,	11539
243	,	11588
244	,	11593
245	,	11561
246	,	11597
247	,	11628
248	,	11573
249	,	11560
250	,	11602
251	,	11570
252	,	11530
253	,	11584
254	,	11585
255	,	11554
256	,	11595
257	,	11624
258	,	11580
259	,	11560
260	,	11595
261	,	11570
262	,	11542
263	,	11585
264	,	11598
265	,	11555
266	,	11587
267	,	11617
268	,	11570
269	,	11555
270	,	11604
271	,	11570
272	,	11530
273	,	11601
274	,	11603
275	,	11547
276	,	11591
277	,	11635
278	,	11583
279	,	11568
280	,	11604
281	,	11572
282	,	11553
283	,	11594
284	,	11595
285	,	11562
286	,	11603
287	,	11629
288	,	11578
289	,	11569
290	,	11609
291	,	11569
292	,	11536
293	,	11607
294	,	11602
295	,	11549
296	,	11592
297	,	11635
298	,	11583
299	,	11570
300	,	11603
301	,	11572
302	,	11551
303	,	11602
304	,	11599
305	,	11558
306	,	11603
307	,	11623
308	,	11578
309	,	11570
310	,	11614
311	,	11573
312	,	11532
313	,	11609
314	,	11609
315	,	11557
316	,	11598
317	,	11643
318	,	11585
319	,	11567
320	,	11610
321	,	11569
322	,	11542
323	,	11602
324	,	11615
325	,	11564
326	,	11605
327	,	11638
328	,	11584
329	,	11572
330	,	11613
331	,	11579
332	,	11535
333	,	11607
334	,	11604
335	,	11559
336	,	11601
337	,	11640
338	,	11607
339	,	11563
340	,	11602
341	,	11572
342	,	11549
343	,	11611
344	,	11614
345	,	11563
346	,	11606
347	,	11653
348	,	11581
349	,	11578
350	,	11619
351	,	11575
352	,	11544
353	,	11618
354	,	11607
355	,	11561
356	,	11605
357	,	11654
358	,	11595
359	,	11575
360	,	11618
361	,	11587
362	,	11552
363	,	11619
364	,	11624
365	,	11568
366	,	11618
367	,	11648
368	,	11592
369	,	11587
370	,	11630
371	,	11581
372	,	11543
373	,	11623
374	,	11635
375	,	11581
376	,	11614
377	,	11651
378	,	11607
379	,	11570
380	,	11614
381	,	11577
382	,	11550
383	,	11614
384	,	11630
385	,	11576
386	,	11626
387	,	11650
388	,	11595
389	,	11583
390	,	11628
391	,	11585
392	,	11546
393	,	11623
394	,	11635
395	,	11586
396	,	11613
397	,	11662
398	,	11602
399	,	11586
400	,	11621
401	,	11578
402	,	11723
403	,	12014
404	,	12274
405	,	12462
406	,	12761
407	,	13065
408	,	13235
409	,	13475
410	,	13801
411	,	14001
412	,	14223
413	,	14601
414	,	14909
415	,	15093
416	,	15458
417	,	15808
418	,	15998
419	,	16252
420	,	16654
421	,	16880
422	,	17119
423	,	17547
424	,	17893
425	,	18079
426	,	18465
427	,	18867
428	,	19013
429	,	19296
430	,	19736
431	,	19963
432	,	20153
433	,	20657
434	,	21029
435	,	21178
436	,	21578
437	,	22041
438	,	22162
439	,	22406
440	,	22887
441	,	23130
442	,	23344
443	,	23821
444	,	24210
445	,	24314
446	,	24759
447	,	25230
448	,	25316
449	,	25548
450	,	26066
451	,	26326
452	,	26493
453	,	27027
454	,	27424
455	,	27502
456	,	27931
457	,	28433
458	,	28510
459	,	28692
460	,	29244
461	,	29506
462	,	29678
463	,	30200
464	,	30642
465	,	30684
466	,	31103
467	,	31648
468	,	31665
469	,	31834
470	,	32341
471	,	32494
472	,	32455
473	,	32827
474	,	33059
475	,	32849
476	,	33019
477	,	33361
478	,	33138
479	,	33043
480	,	33353
481	,	33399
482	,	33261
483	,	33519
484	,	33694
485	,	33457
486	,	33566
487	,	33863
488	,	33618
489	,	33489
490	,	33772
491	,	33780
492	,	33621
493	,	33869
494	,	34014
495	,	33760
496	,	33869
497	,	34129
498	,	33874
499	,	33705
500	,	33959
501	,	33959
502	,	33792
503	,	34019
504	,	34135
505	,	33866
506	,	33951
507	,	34199
508	,	33922
509	,	33780
510	,	34032
511	,	34017
512	,	33842
513	,	34079
514	,	34205
515	,	33945
516	,	34036
517	,	34285
518	,	34016
519	,	33841
520	,	34074
521	,	34060
522	,	33900
523	,	34111
524	,	34224
525	,	33951
526	,	34033
527	,	34269
528	,	34011
529	,	33845
530	,	34102
531	,	34070
532	,	33906
533	,	34130
534	,	34257
535	,	33998
536	,	34089
537	,	34326
538	,	34056
539	,	33897
540	,	34134
541	,	34117
542	,	33932
543	,	34157
544	,	34264
545	,	33999
546	,	34083
547	,	34325
548	,	34054
549	,	33905
550	,	34158
551	,	34127
552	,	33954
553	,	34183
554	,	34295
555	,	34035
556	,	34130
557	,	34357
558	,	34074
559	,	33927
560	,	29335
561	,	24592
562	,	20700
563	,	17400
564	,	14572
565	,	12120
566	,	9994
567	,	8128
568	,	6502
569	,	5078
570	,	3829
571	,	2730
572	,	1777
573	,	977
574	,	305
575	,	25
576	,	18
577	,	12
578	,	8
579	,	7
580	,	3
581	,	0
582	,	0
583	,	0
584	,	0
585	,	0
586	,	0
587	,	0
588	,	0
589	,	0
590	,	0
591	,	0
592	,	0
593	,	0
594	,	0
595	,	0
596	,	0
597	,	0
598	,	0
599	,	0
600	,	0
601	,	0
602	,	0
603	,	0
604	,	0
605	,	0
606	,	0
607	,	0
608	,	0
609	,	0
610	,	0
611	,	0
612	,	0
613	,	0
614	,	0
615	,	0
616	,	0
617	,	0
618	,	0
619	,	0
620	,	0
621	,	0
622	,	0
623	,	0
624	,	0
625	,	0
626	,	0
627	,	0
628	,	0
629	,	0
630	,	0
631	,	0
632	,	0
633	,	0
634	,	0
635	,	0
636	,	0
637	,	0
638	,	0
639	,	0
640	,	0
641	,	0
642	,	0
643	,	0
644	,	0
645	,	0
646	,	0
647	,	0
648	,	0
649	,	0
650	,	0
651	,	0
652	,	0
653	,	0
654	,	0
655	,	0
656	,	0
657	,	0
658	,	0
659	,	0
660	,	0
661	,	0
662	,	0
663	,	0
664	,	0
665	,	0
666	,	0
667	,	0
668	,	0
669	,	0
670	,	0
671	,	0
672	,	0
673	,	0
674	,	0
675	,	0
676	,	0
677	,	0
678	,	0
679	,	0
680	,	0
681	,	0
682	,	0
683	,	0
684	,	0
685	,	0
686	,	0
687	,	0
688	,	0
689	,	0
690	,	0
691	,	0
692	,	0
693	,	0
694	,	0
695	,	0
696	,	0
697	,	0
698	,	0
699	,	0
700	,	0
701	,	0
702	,	0
703	,	0
704	,	0
705	,	0
706	,	0
707	,	0
708	,	0
709	,	0
710	,	0
711	,	0
712	,	0
713	,	0
714	,	0
715	,	0
716	,	0
717	,	0
718	,	0
719	,	0
720	,	0
