0	,	0	,	0	,	0	,	0
1	,	0.362918000	,	0.330060000	,	0.091607000	,	0
2	,	0.407177000	,	0.351872000	,	0.102435000	,	0
3	,	0.386461000	,	0.324762000	,	0.101483000	,	0
4	,	0.360743000	,	0.298189000	,	0.095530000	,	0
5	,	0.338118000	,	0.277031000	,	0.089059000	,	0
6	,	0.327395000	,	0.267038000	,	0.087916000	,	0
7	,	0.319475000	,	0.259448000	,	0.084360000	,	0
8	,	0.310290000	,	0.251621000	,	0.081034000	,	0
9	,	0.303241000	,	0.245567000	,	0.079891000	,	0
10	,	0.297965000	,	0.240805000	,	0.078184000	,	0
11	,	0.292817000	,	0.236439000	,	0.076701000	,	0
12	,	0.289349000	,	0.233422000	,	0.076309000	,	0
13	,	0.285836000	,	0.230004000	,	0.075437000	,	0
14	,	0.282402000	,	0.227102000	,	0.074632000	,	0
15	,	0.278806000	,	0.224304000	,	0.074763000	,	0
16	,	0.276831000	,	0.222327000	,	0.075368000	,	0
17	,	0.274925000	,	0.220727000	,	0.075328000	,	0
18	,	0.271289000	,	0.217490000	,	0.073743000	,	0
19	,	0.271195000	,	0.217712000	,	0.074042000	,	0
20	,	0.272866000	,	0.219406000	,	0.075335000	,	0
21	,	0.268873000	,	0.216130000	,	0.073700000	,	0
22	,	0.268088000	,	0.215369000	,	0.074336000	,	0
23	,	0.270967000	,	0.217997000	,	0.076573000	,	0
24	,	0.268788000	,	0.215844000	,	0.075418000	,	0
25	,	0.265593000	,	0.213140000	,	0.073791000	,	0
26	,	0.267293000	,	0.214528000	,	0.075494000	,	0
27	,	0.266897000	,	0.213937000	,	0.074572000	,	0
28	,	0.264597000	,	0.212135000	,	0.073813000	,	0
29	,	0.264654000	,	0.212087000	,	0.075067000	,	0
30	,	0.264283000	,	0.211492000	,	0.074771000	,	0
31	,	0.263280000	,	0.210759000	,	0.074120000	,	0
32	,	0.262569000	,	0.210287000	,	0.074483000	,	0
33	,	0.263150000	,	0.210491000	,	0.074236000	,	0
34	,	0.263040000	,	0.210928000	,	0.073714000	,	0
35	,	0.262818000	,	0.210713000	,	0.074272000	,	0
36	,	0.263472000	,	0.211102000	,	0.075446000	,	0
37	,	0.263903000	,	0.211655000	,	0.075574000	,	0
38	,	0.261190000	,	0.209184000	,	0.074199000	,	0
39	,	0.261593000	,	0.209400000	,	0.074750000	,	0
40	,	0.263604000	,	0.211136000	,	0.076224000	,	0
41	,	0.260666000	,	0.208457000	,	0.074231000	,	0
42	,	0.260548000	,	0.208484000	,	0.074856000	,	0
43	,	0.264524000	,	0.212013000	,	0.077703000	,	0
44	,	0.262555000	,	0.210136000	,	0.075943000	,	0
45	,	0.260040000	,	0.207844000	,	0.074831000	,	0
46	,	0.261959000	,	0.209506000	,	0.076508000	,	0
47	,	0.261472000	,	0.209138000	,	0.075124000	,	0
48	,	0.259964000	,	0.207899000	,	0.074738000	,	0
49	,	0.260281000	,	0.208129000	,	0.075576000	,	0
50	,	0.260263000	,	0.207999000	,	0.075355000	,	0
51	,	0.259597000	,	0.207361000	,	0.074998000	,	0
52	,	0.258939000	,	0.206797000	,	0.075296000	,	0
53	,	0.258524000	,	0.206199000	,	0.074412000	,	0
54	,	0.258254000	,	0.206030000	,	0.073714000	,	0
55	,	0.258221000	,	0.206123000	,	0.074513000	,	0
56	,	0.259359000	,	0.207200000	,	0.075015000	,	0
57	,	0.259969000	,	0.207686000	,	0.075558000	,	0
58	,	0.257574000	,	0.205609000	,	0.074540000	,	0
59	,	0.258177000	,	0.206125000	,	0.075534000	,	0
60	,	0.260197000	,	0.207790000	,	0.076249000	,	0
61	,	0.257322000	,	0.205203000	,	0.074117000	,	0
62	,	0.257715000	,	0.205665000	,	0.074928000	,	0
63	,	0.261468000	,	0.209043000	,	0.077862000	,	0
64	,	0.259417000	,	0.207164000	,	0.076242000	,	0
65	,	0.257363000	,	0.205332000	,	0.075545000	,	0
66	,	0.259750000	,	0.207304000	,	0.076715000	,	0
67	,	0.258539000	,	0.206393000	,	0.075872000	,	0
68	,	0.257052000	,	0.204936000	,	0.074478000	,	0
69	,	0.257576000	,	0.205541000	,	0.075563000	,	0
70	,	0.257392000	,	0.205164000	,	0.075200000	,	0
71	,	0.257066000	,	0.205173000	,	0.075043000	,	0
72	,	0.256568000	,	0.204526000	,	0.075763000	,	0
73	,	0.255945000	,	0.203801000	,	0.074869000	,	0
74	,	0.256104000	,	0.204247000	,	0.074480000	,	0
75	,	0.255831000	,	0.204115000	,	0.074813000	,	0
76	,	0.257127000	,	0.205218000	,	0.075812000	,	0
77	,	0.257755000	,	0.205718000	,	0.075479000	,	0
78	,	0.255557000	,	0.203819000	,	0.074604000	,	0
79	,	0.256211000	,	0.204346000	,	0.076042000	,	0
80	,	0.257869000	,	0.205877000	,	0.076721000	,	0
81	,	0.254839000	,	0.203111000	,	0.074442000	,	0
82	,	0.255269000	,	0.203583000	,	0.075354000	,	0
83	,	0.259106000	,	0.207080000	,	0.078147000	,	0
84	,	0.257522000	,	0.205577000	,	0.076363000	,	0
85	,	0.255772000	,	0.204016000	,	0.075531000	,	0
86	,	0.257458000	,	0.205598000	,	0.077312000	,	0
87	,	0.256691000	,	0.204670000	,	0.076119000	,	0
88	,	0.255355000	,	0.203636000	,	0.075455000	,	0
89	,	0.255675000	,	0.203922000	,	0.075723000	,	0
90	,	0.255422000	,	0.203568000	,	0.074844000	,	0
91	,	0.254983000	,	0.203359000	,	0.075155000	,	0
92	,	0.254928000	,	0.203361000	,	0.075782000	,	0
93	,	0.254492000	,	0.202563000	,	0.075320000	,	0
94	,	0.254570000	,	0.202756000	,	0.075209000	,	0
95	,	0.254541000	,	0.202791000	,	0.075512000	,	0
96	,	0.255629000	,	0.203418000	,	0.075924000	,	0
97	,	0.256257000	,	0.204055000	,	0.075905000	,	0
98	,	0.254087000	,	0.202401000	,	0.074700000	,	0
99	,	0.255396000	,	0.203562000	,	0.076304000	,	0
100	,	0.256847000	,	0.204755000	,	0.077195000	,	0
101	,	0.253791000	,	0.202178000	,	0.074976000	,	0
102	,	0.254588000	,	0.202804000	,	0.076098000	,	0
103	,	0.258414000	,	0.206275000	,	0.078517000	,	0
104	,	0.256078000	,	0.204047000	,	0.076121000	,	0
105	,	0.254853000	,	0.203092000	,	0.075950000	,	0
106	,	0.257005000	,	0.205064000	,	0.077775000	,	0
107	,	0.255855000	,	0.203876000	,	0.076146000	,	0
108	,	0.254618000	,	0.202962000	,	0.076101000	,	0
109	,	0.255110000	,	0.203165000	,	0.075953000	,	0
110	,	0.254909000	,	0.202963000	,	0.075476000	,	0
111	,	0.254553000	,	0.202685000	,	0.075223000	,	0
112	,	0.254629000	,	0.202740000	,	0.075849000	,	0
113	,	0.254226000	,	0.202238000	,	0.075389000	,	0
114	,	0.254258000	,	0.202473000	,	0.075572000	,	0
115	,	0.254509000	,	0.202512000	,	0.076172000	,	0
116	,	0.255318000	,	0.203242000	,	0.076452000	,	0
117	,	0.255817000	,	0.203645000	,	0.075973000	,	0
118	,	0.254306000	,	0.202131000	,	0.074742000	,	0
119	,	0.255075000	,	0.203286000	,	0.076371000	,	0
120	,	0.256225000	,	0.204074000	,	0.077352000	,	0
121	,	0.252933000	,	0.201114000	,	0.074997000	,	0
122	,	0.253756000	,	0.201888000	,	0.076248000	,	0
123	,	0.257290000	,	0.205145000	,	0.078239000	,	0
124	,	0.255123000	,	0.203097000	,	0.075538000	,	0
125	,	0.253654000	,	0.201738000	,	0.075178000	,	0
126	,	0.255993000	,	0.203635000	,	0.077358000	,	0
127	,	0.254648000	,	0.202421000	,	0.076022000	,	0
128	,	0.253212000	,	0.201362000	,	0.075658000	,	0
129	,	0.253229000	,	0.201154000	,	0.076204000	,	0
